ensembl_gene_id	external_gene_name	B4_WT_2	C4_WT_3	D4_WT_4	E4_GFP_1	F4_GFP_2	G4_GFP_3	H4_GFP_4	A4_WT_1
ENSG00000025770	NCAPH2	112	116	132	108	109	135	109	89
ENSG00000025772	TOMM34	244	214	219	363	351	300	370	180
ENSG00000025796	SEC63	559	528	453	676	597	558	538	473
ENSG00000025800	KPNA6	1331	1412	1171	1214	1226	1259	1571	1134
ENSG00000026025	VIM	8727	8533	4675	9199	11024	8262	7411	8407
ENSG00000026036	RTEL1-TNFRSF6B	0	0	0	0	5	0	0	0
ENSG00000026103	FAS	35	85	40	218	216	157	208	69
ENSG00000026297	RNASET2	188	71	103	244	294	218	219	193
ENSG00000026508	CD44	1694	1967	1107	1565	1804	1500	1320	1707
ENSG00000026559	KCNG1	0	0	0	3	3	2	2	0
ENSG00000026652	AGPAT4	60	17	46	34	40	53	36	49
ENSG00000026751	SLAMF7	9	7	0	6	4	8	2	7
ENSG00000026950	BTN3A1	120	261	119	366	467	538	497	141
ENSG00000027001	MIPEP	83	138	65	69	98	64	71	57
ENSG00000027075	PRKCH	0	8	9	9	8	1	4	5
ENSG00000027644	INSRR	0	0	0	0	0	0	0	0
ENSG00000027697	IFNGR1	123	78	10	101	142	69	46	144
ENSG00000027847	B4GALT7	385	369	200	164	212	139	191	272
ENSG00000027869	SH2D2A	0	0	9	5	0	0	5	0
ENSG00000028116	VRK2	165	135	79	346	329	289	218	89
ENSG00000028137	TNFRSF1B	0	0	0	31	28	11	17	0
ENSG00000028203	VEZT	299	482	372	363	486	520	408	333
ENSG00000028277	POU2F2	1604	1675	1388	674	501	503	520	1419
ENSG00000028310	BRD9	378	476	397	335	285	432	510	355
ENSG00000028528	SNX1	549	560	323	490	542	422	382	477
ENSG00000028839	TBPL1	52	41	34	166	193	156	116	92
ENSG00000029153	ARNTL2	33	61	5	37	38	40	21	32
ENSG00000029363	BCLAF1	687	870	597	1084	982	926	928	722
ENSG00000029364	SLC39A9	225	283	214	224	250	232	251	241
ENSG00000029534	ANK1	65	109	79	296	335	316	365	50
ENSG00000029559	IBSP	0	0	0	0	0	0	4	0
ENSG00000029639	TFB1M	216	193	149	155	165	123	153	199
ENSG00000029725	RABEP1	345	298	269	741	586	723	600	262
ENSG00000029993	HMGB3	496	487	209	74	50	58	45	355
ENSG00000030066	NUP160	105	80	64	108	88	86	89	65
ENSG00000030110	BAK1	109	128	94	47	66	90	76	91
ENSG00000030304	MUSK	0	0	0	0	1	2	0	4
ENSG00000030419	IKZF2	274	174	133	140	147	213	128	243
ENSG00000030582	GRN	7049	6228	6418	4443	4740	5550	6193	5339
ENSG00000031003	FAM13B	187	199	134	195	172	154	158	128
ENSG00000031081	ARHGAP31	75	51	66	91	84	109	129	26
ENSG00000031691	CENPQ	74	103	62	100	86	104	78	72
ENSG00000031698	SARS	443	617	609	889	1021	1165	1210	483
ENSG00000031823	RANBP3	198	177	123	230	257	271	338	144
ENSG00000032219	ARID4A	325	435	269	583	539	549	596	298
ENSG00000032389	TSSC1	84	109	43	69	86	62	77	50
ENSG00000032444	PNPLA6	229	209	201	139	123	168	233	133
ENSG00000032742	IFT88	88	86	67	109	93	100	76	95
ENSG00000033011	ALG1	113	76	137	273	205	197	177	137
ENSG00000033030	ZCCHC8	80	57	37	186	166	205	168	84
ENSG00000033050	ABCF2	258	301	237	293	355	369	383	217
ENSG00000033100	CHPF2	273	261	285	405	391	357	352	300
ENSG00000033122	LRRC7	0	0	0	0	0	1	2	0
ENSG00000033170	FUT8	77	133	81	101	140	134	94	113
ENSG00000033178	UBA6	451	694	486	569	674	564	658	564
ENSG00000033327	GAB2	23	41	30	43	25	39	57	12
ENSG00000033627	ATP6V0A1	228	276	211	282	285	272	315	275
ENSG00000033800	PIAS1	259	294	175	402	493	319	343	365
ENSG00000033867	SLC4A7	832	1103	807	435	458	379	475	836
ENSG00000034053	APBA2	70	125	69	98	148	167	186	49
ENSG00000034152	MAP2K3	422	429	142	759	732	469	561	433
ENSG00000034239	EFCAB1	0	1	8	8	6	0	3	3
ENSG00000034510	TMSB10	9568	9739	6399	7398	8252	7171	7225	8222
ENSG00000034533	ASTE1	34	71	34	63	63	35	63	19
ENSG00000034677	RNF19A	123	97	70	189	157	159	142	83
ENSG00000034693	PEX3	74	56	13	89	57	100	59	70
ENSG00000034713	GABARAPL2	455	359	179	506	539	416	350	456
ENSG00000034971	MYOC	0	0	0	0	0	0	0	0
ENSG00000035115	SH3YL1	126	102	66	56	85	68	59	67
ENSG00000035141	FAM136A	205	185	100	146	190	177	165	109
ENSG00000035403	VCL	1205	1224	892	838	1002	1092	1133	1263
ENSG00000035499	DEPDC1B	18	29	11	5	6	1	7	35
ENSG00000035664	DAPK2	7	16	13	27	9	26	19	0
ENSG00000035681	NSMAF	165	158	59	313	433	176	184	104
ENSG00000035687	ADSS	167	181	123	303	281	274	206	174
ENSG00000035720	STAP1	0	0	0	0	0	0	0	0
ENSG00000035862	TIMP2	1983	1909	1798	2730	3540	3409	3363	1641
ENSG00000035928	RFC1	628	887	656	795	829	799	712	628
ENSG00000036054	TBC1D23	123	102	113	234	297	244	249	149
ENSG00000036257	CUL3	211	223	143	264	311	248	174	234
ENSG00000036448	MYOM2	7	18	27	0	0	0	0	10
ENSG00000036473	OTC	0	0	0	0	0	0	0	0
ENSG00000036530	CYP46A1	3	13	1	0	0	3	0	2
ENSG00000036549	ZZZ3	217	211	174	550	551	563	503	203
ENSG00000036565	SLC18A1	3	4	0	0	0	0	0	0
ENSG00000036672	USP2	7	15	2	6	0	3	0	0
ENSG00000036828	CASR	0	0	0	0	0	0	0	0
ENSG00000037042	TUBG2	232	257	195	230	220	166	263	213
ENSG00000037241	RPL26L1	122	147	70	144	190	112	87	97
ENSG00000037280	FLT4	0	0	0	0	0	0	0	0
ENSG00000037474	NSUN2	179	237	46	225	263	208	187	211
ENSG00000037637	FBXO42	90	112	91	163	190	177	163	59
ENSG00000037749	MFAP3	98	44	31	46	49	79	50	36
ENSG00000037757	MRI1	241	381	195	205	190	165	138	271
ENSG00000037897	METTL1	39	61	82	164	180	203	128	61
ENSG00000037965	HOXC8	86	73	44	52	69	55	49	63
ENSG00000038002	AGA	194	238	153	266	340	367	321	177
ENSG00000038210	PI4K2B	37	38	20	57	82	54	67	64
ENSG00000038219	BOD1L1	970	1339	1037	1466	1503	1470	1522	886
ENSG00000038274	MAT2B	258	229	54	260	321	214	167	198
ENSG00000038295	TLL1	8	0	0	6	0	5	0	0
ENSG00000038358	EDC4	0	11	0	0	2	6	0	0
ENSG00000038382	TRIO	517	488	453	570	603	717	587	403
ENSG00000038427	VCAN	318	257	264	25	3	36	36	378
ENSG00000038532	CLEC16A	117	88	79	55	62	41	54	73
ENSG00000038945	MSR1	23	5	7	95	102	87	83	16
ENSG00000039068	CDH1	0	5	0	7	1	8	1	5
ENSG00000039123	SKIV2L2	248	380	289	282	320	450	379	306
ENSG00000039139	DNAH5	1104	1184	787	25	35	32	30	1092
ENSG00000039319	ZFYVE16	197	185	109	319	338	256	223	127
ENSG00000039523	FAM65A	242	250	244	326	339	343	434	241
ENSG00000039537	C6	0	0	0	0	0	1	0	0
ENSG00000039560	RAI14	537	767	694	965	1045	1098	907	623
ENSG00000039600	SOX30	0	0	0	7	0	0	4	0
ENSG00000039650	PNKP	160	214	268	188	263	250	247	114
ENSG00000039987	BEST2	0	0	0	0	0	0	5	0
ENSG00000040199	PHLPP2	44	12	21	52	40	78	45	30
ENSG00000040275	SPDL1	291	333	184	366	401	493	511	243
ENSG00000040341	STAU2	485	525	623	284	367	432	487	491
ENSG00000040487	PQLC2	28	44	30	54	65	90	113	37
ENSG00000040531	CTNS	64	86	36	121	146	82	117	34
ENSG00000040608	RTN4R	86	41	72	17	16	25	11	55
ENSG00000040633	PHF23	282	231	245	362	412	363	512	225
ENSG00000040731	CDH10	0	0	0	0	0	0	0	1
ENSG00000040933	INPP4A	92	76	47	95	87	70	83	96
ENSG00000041353	RAB27B	234	285	109	331	328	317	265	213
ENSG00000041357	PSMA4	810	927	579	1083	1132	1194	1048	737
ENSG00000041515	MYO16	0	6	1	0	0	0	0	5
ENSG00000041802	LSG1	232	225	197	550	414	527	567	236
ENSG00000041880	PARP3	209	177	130	285	172	199	267	137
ENSG00000041982	TNC	1300	1236	486	72	92	50	42	1238
ENSG00000041988	THAP3	118	114	55	152	168	191	159	84
ENSG00000042062	FAM65C	50	35	11	40	59	32	55	18
ENSG00000042088	TDP1	58	59	75	47	67	57	51	45
ENSG00000042286	AIFM2	84	70	72	115	121	109	118	92
ENSG00000042304	C2orf83	0	0	0	0	0	0	0	0
ENSG00000042317	SPATA7	104	78	94	78	74	120	127	89
ENSG00000042429	MED17	118	56	89	102	112	129	156	65
ENSG00000042445	RETSAT	517	470	348	325	426	394	411	418
ENSG00000042493	CAPG	88	67	56	58	64	63	59	46
ENSG00000042753	AP2S1	894	760	593	1112	1014	1386	1429	677
ENSG00000042781	USH2A	0	0	0	3	0	3	0	0
ENSG00000042813	ZPBP	0	0	0	0	0	0	0	0
ENSG00000042832	TG	43	50	40	19	19	25	54	47
ENSG00000042980	ADAM28	1	0	0	10	8	0	3	4
ENSG00000043039	BARX2	0	0	0	1	0	0	0	0
ENSG00000043093	DCUN1D1	84	87	32	160	164	93	126	106
ENSG00000043143	JADE2	74	122	122	296	340	387	498	62
ENSG00000043355	ZIC2	0	0	0	0	0	0	0	0
ENSG00000043462	LCP2	0	0	0	0	0	2	0	0
ENSG00000043514	TRIT1	121	107	46	190	165	155	154	160
ENSG00000043591	ADRB1	0	0	0	0	0	0	0	0
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	109	97	45	75	88	73	72	75
ENSG00000044115	CTNNA1	651	736	467	868	993	835	746	601
ENSG00000044446	PHKA2	81	37	108	70	75	74	95	70
ENSG00000044459	CNTLN	310	291	234	399	452	404	410	226
ENSG00000044524	EPHA3	0	0	0	0	0	0	0	0
ENSG00000044574	HSPA5	2452	2601	2221	4499	4429	5040	5058	2501
ENSG00000046604	DSG2	0	0	0	0	0	0	0	0
ENSG00000046647	GEMIN8	99	41	19	36	48	40	38	38
ENSG00000046651	OFD1	254	237	135	240	212	247	265	182
ENSG00000046653	GPM6B	0	0	0	4	7	2	8	0
ENSG00000046774	MAGEC2	87	162	52	55	85	71	35	88
ENSG00000046889	PREX2	0	0	0	0	0	1	0	0
ENSG00000047056	WDR37	86	86	24	47	45	45	41	90
ENSG00000047188	YTHDC2	176	183	69	211	163	136	129	71
ENSG00000047230	CTPS2	56	38	38	28	35	30	31	18
ENSG00000047249	ATP6V1H	144	172	97	132	145	115	95	218
ENSG00000047315	POLR2B	434	398	143	269	354	195	195	353
ENSG00000047346	FAM214A	190	225	123	449	356	328	321	141
ENSG00000047365	ARAP2	0	0	0	6	3	4	3	0
ENSG00000047410	TPR	1332	1919	1169	1535	1575	1609	1368	1216
ENSG00000047457	CP	0	0	2	0	0	0	0	0
ENSG00000047578	KIAA0556	70	77	18	104	59	31	50	52
ENSG00000047579	DTNBP1	68	128	86	126	181	180	155	72
ENSG00000047597	XK	0	0	0	0	0	0	0	0
ENSG00000047617	ANO2	9	1	2	0	0	0	0	6
ENSG00000047621	C12orf4	77	69	131	156	124	150	141	111
ENSG00000047634	SCML1	178	123	33	85	162	98	126	191
ENSG00000047644	WWC3	477	326	204	172	210	178	217	340
ENSG00000047648	ARHGAP6	0	17	0	33	23	23	13	2
ENSG00000047662	FAM184B	2	0	7	9	4	2	0	14
ENSG00000047849	MAP4	2059	2034	1825	1924	1733	2069	1917	1722
ENSG00000047932	GOPC	390	552	505	1113	1025	1013	1008	478
ENSG00000047936	ROS1	0	0	1	0	0	0	0	0
ENSG00000048028	USP28	138	172	196	169	120	185	201	148
ENSG00000048052	HDAC9	46	30	18	254	245	238	244	43
ENSG00000048140	TSPAN17	214	227	247	233	188	210	242	238
ENSG00000048162	NOP16	89	61	24	156	146	141	147	78
ENSG00000048342	CC2D2A	40	106	41	66	67	70	39	141
ENSG00000048392	RRM2B	144	182	101	421	474	444	413	85
ENSG00000048405	ZNF800	151	131	166	285	391	323	286	106
ENSG00000048462	TNFRSF17	0	5	0	0	0	2	0	0
ENSG00000048471	SNX29	150	107	124	123	102	77	99	66
ENSG00000048540	LMO3	7	0	0	0	0	0	0	0
ENSG00000048544	MRPS10	582	669	598	612	661	674	639	459
ENSG00000048545	GUCA1A	0	0	0	0	0	0	0	0
ENSG00000048649	RSF1	981	995	674	1614	1845	1870	1750	761
ENSG00000048707	VPS13D	343	406	283	285	227	249	262	344
ENSG00000048740	CELF2	0	0	0	2	0	0	0	0
ENSG00000048828	FAM120A	2798	2695	2024	2410	2550	2370	2293	2427
ENSG00000048991	R3HDM1	227	254	159	246	236	239	254	153
ENSG00000049089	COL9A2	0	15	0	0	0	0	0	11
ENSG00000049130	KITLG	59	58	37	139	136	116	85	27
ENSG00000049167	ERCC8	53	28	38	37	84	41	58	39
ENSG00000049192	ADAMTS6	35	36	13	329	292	271	302	38
ENSG00000049239	H6PD	298	319	306	205	215	199	253	264
ENSG00000049245	VAMP3	460	553	451	288	328	350	396	329
ENSG00000049246	PER3	85	57	127	53	68	67	85	61
ENSG00000049247	UTS2	0	0	0	0	0	0	0	0
ENSG00000049249	TNFRSF9	0	0	0	4	9	11	16	0
ENSG00000049283	EPN3	0	0	0	1	0	0	3	0
ENSG00000049323	LTBP1	1106	1142	945	611	606	518	572	1039
ENSG00000049449	RCN1	580	587	476	1037	1256	901	1154	495
ENSG00000049540	ELN	71	32	30	0	0	0	0	73
ENSG00000049541	RFC2	40	27	23	53	57	63	68	37
ENSG00000049618	ARID1B	295	306	198	249	304	276	357	245
ENSG00000049656	CLPTM1L	525	673	242	631	684	489	443	527
ENSG00000049759	NEDD4L	423	362	312	288	359	323	332	311
ENSG00000049768	FOXP3	0	0	0	0	0	0	0	0
ENSG00000049769	PPP1R3F	10	9	13	54	40	40	29	18
ENSG00000049860	HEXB	1446	1737	454	1804	2049	1336	1280	1291
ENSG00000049883	PTCD2	47	102	23	117	111	104	117	54
ENSG00000050030	KIAA2022	0	0	0	0	0	0	0	0
ENSG00000050130	JKAMP	179	152	35	96	117	72	48	107
ENSG00000050165	DKK3	4834	4807	2391	1725	1982	1293	1399	4597
ENSG00000050327	ARHGEF5	25	29	48	23	33	36	52	30
ENSG00000050344	NFE2L3	10	10	13	19	64	26	15	13
ENSG00000050393	MCUR1	166	182	130	121	191	180	142	98
ENSG00000050405	LIMA1	3692	4405	2777	2279	2378	2190	1714	3530
ENSG00000050426	LETMD1	120	65	123	201	202	184	158	108
ENSG00000050438	SLC4A8	41	32	63	47	56	57	48	11
ENSG00000050555	LAMC3	0	0	0	0	0	2	0	0
ENSG00000050628	PTGER3	0	0	0	4	2	4	0	0
ENSG00000050730	TNIP3	0	0	0	0	0	4	3	0
ENSG00000050748	MAPK9	96	69	26	59	79	70	54	52
ENSG00000050767	COL23A1	6	0	0	0	0	0	0	0
ENSG00000050820	BCAR1	307	285	138	437	439	345	386	208
ENSG00000051009	FAM160A2	124	133	64	90	79	68	79	92
ENSG00000051108	HERPUD1	415	400	181	355	418	327	308	354
ENSG00000051128	HOMER3	733	628	736	609	713	778	971	514
ENSG00000051180	RAD51	32	18	11	50	21	24	20	27
ENSG00000051341	POLQ	37	37	11	25	45	45	19	3
ENSG00000051382	PIK3CB	47	118	57	77	103	62	49	117
ENSG00000051523	CYBA	160	141	103	210	192	260	216	138
ENSG00000051596	THOC3	70	97	1	80	44	31	18	91
ENSG00000051620	HEBP2	429	566	492	341	382	382	311	495
ENSG00000051825	MPHOSPH9	112	200	218	196	202	196	187	185
ENSG00000052126	PLEKHA5	350	429	357	257	384	329	328	320
ENSG00000052344	PRSS8	0	0	0	0	0	0	0	0
ENSG00000052723	SIKE1	138	149	74	178	258	157	130	96
ENSG00000052749	RRP12	43	54	75	146	167	117	160	31
ENSG00000052795	FNIP2	500	299	314	233	277	286	265	309
ENSG00000052802	MSMO1	812	873	484	1025	881	936	837	834
ENSG00000052841	TTC17	490	500	352	531	701	722	711	289
ENSG00000052850	ALX4	78	90	14	19	11	11	9	55
ENSG00000053108	FSTL4	68	72	21	0	0	0	0	138
ENSG00000053254	FOXN3	818	789	676	290	420	325	356	634
ENSG00000053328	METTL24	0	0	0	0	0	0	0	0
ENSG00000053371	AKR7A2	384	337	298	295	248	236	289	303
ENSG00000053372	MRTO4	212	220	82	376	290	348	331	106
ENSG00000053438	NNAT	0	0	0	0	0	5	0	0
ENSG00000053501	USE1	121	135	95	55	104	65	84	112
ENSG00000053524	MCF2L2	0	0	12	0	1	0	2	6
ENSG00000053702	NRIP2	0	0	0	0	0	0	0	0
ENSG00000053747	LAMA3	75	79	60	30	42	21	17	75
ENSG00000053770	AP5M1	133	152	66	225	187	200	204	119
ENSG00000053900	ANAPC4	130	100	128	132	146	113	141	158
ENSG00000053918	KCNQ1	0	0	0	0	0	0	0	0
ENSG00000054116	TRAPPC3	325	520	366	581	656	680	558	545
ENSG00000054118	THRAP3	1226	1045	938	1060	1080	1150	1058	806
ENSG00000054148	PHPT1	941	930	1003	707	994	709	838	750
ENSG00000054179	ENTPD2	0	0	0	0	0	0	0	0
ENSG00000054219	LY75	0	0	0	0	1	2	3	0
ENSG00000054267	ARID4B	758	1060	593	1217	1138	1137	1197	658
ENSG00000054277	OPN3	269	232	196	254	250	204	198	294
ENSG00000054282	SDCCAG8	275	349	269	395	424	423	373	186
ENSG00000054356	PTPRN	0	0	0	0	0	0	0	0
ENSG00000054392	HHAT	71	12	29	28	27	29	39	63
ENSG00000054523	KIF1B	488	374	215	334	371	429	454	368
ENSG00000054598	FOXC1	88	95	66	207	248	313	297	42
ENSG00000054611	TBC1D22A	139	213	153	159	174	188	160	125
ENSG00000054654	SYNE2	2287	2770	2445	184	199	174	185	2184
ENSG00000054690	PLEKHH1	9	5	0	0	1	8	5	4
ENSG00000054793	ATP9A	150	158	94	165	115	134	124	124
ENSG00000054796	SPO11	0	0	0	0	0	0	0	0
ENSG00000054803	CBLN4	0	0	0	0	0	0	0	0
ENSG00000054938	CHRDL2	0	0	0	0	0	2	1	0
ENSG00000054965	FAM168A	61	86	28	70	75	49	38	56
ENSG00000054967	RELT	9	9	44	22	43	19	41	12
ENSG00000054983	GALC	120	141	117	91	161	111	107	102
ENSG00000055044	NOP58	425	408	326	624	631	564	535	319
ENSG00000055070	SZRD1	297	355	300	462	441	593	559	322
ENSG00000055118	KCNH2	0	0	0	0	0	1	0	0
ENSG00000055130	CUL1	256	310	134	243	291	280	245	296
ENSG00000055147	FAM114A2	153	225	114	219	206	204	223	177
ENSG00000055163	CYFIP2	233	244	136	192	220	254	259	224
ENSG00000055208	TAB2	170	98	118	340	381	361	278	170
ENSG00000055211	GINM1	554	564	414	535	636	644	535	482
ENSG00000055332	EIF2AK2	917	1072	717	3834	4641	4048	3609	867
ENSG00000055483	USP36	395	267	353	600	652	753	982	266
ENSG00000055609	KMT2C	706	773	584	918	931	997	1044	622
ENSG00000055732	MCOLN3	203	138	170	138	112	118	156	122
ENSG00000055813	CCDC85A	45	33	21	46	36	32	37	20
ENSG00000055917	PUM2	395	486	332	489	695	547	582	304
ENSG00000055950	MRPL43	263	317	201	317	381	311	307	292
ENSG00000055955	ITIH4	0	0	0	1	2	13	6	0
ENSG00000055957	ITIH1	0	0	0	0	0	0	0	0
ENSG00000056050	C4orf27	167	170	84	215	226	127	155	160
ENSG00000056097	ZFR	545	621	678	937	994	962	867	536
ENSG00000056277	ZNF280C	35	47	35	24	74	56	50	18
ENSG00000056291	NPFFR2	0	0	0	0	0	0	0	0
ENSG00000056487	PHF21B	0	0	0	0	7	0	4	0
ENSG00000056558	TRAF1	58	83	92	81	100	118	134	131
ENSG00000056586	RC3H2	264	236	253	410	435	521	647	306
ENSG00000056736	IL17RB	0	0	0	1	0	0	0	0
ENSG00000056972	TRAF3IP2	306	270	200	131	159	142	124	203
ENSG00000056998	GYG2	0	0	0	0	0	0	0	0
ENSG00000057019	DCBLD2	404	560	245	448	481	386	395	379
ENSG00000057149	SERPINB3	0	0	0	0	0	0	0	0
ENSG00000057252	SOAT1	92	142	140	208	209	204	169	99
ENSG00000057294	PKP2	0	0	0	0	0	1	0	0
ENSG00000057468	MSH4	0	0	0	0	1	0	0	0
ENSG00000057593	F7	0	0	0	0	0	0	0	0
ENSG00000057608	GDI2	798	764	494	702	767	612	625	826
ENSG00000057657	PRDM1	81	225	86	358	291	352	276	115
ENSG00000057663	ATG5	132	169	102	200	208	165	131	104
ENSG00000057704	TMCC3	0	0	0	0	0	1	0	0
ENSG00000057757	PITHD1	92	114	71	221	241	198	210	145
ENSG00000057935	MTA3	99	127	102	106	141	101	95	173
ENSG00000058056	USP13	163	194	132	91	117	124	119	120
ENSG00000058063	ATP11B	120	163	103	178	143	138	144	188
ENSG00000058085	LAMC2	78	52	53	18	23	23	9	63
ENSG00000058091	CDK14	83	186	74	47	89	102	99	81
ENSG00000058262	SEC61A1	916	803	841	496	498	670	719	832
ENSG00000058272	PPP1R12A	773	971	714	1676	1852	1858	1782	887
ENSG00000058335	RASGRF1	0	0	0	0	6	5	7	3
ENSG00000058404	CAMK2B	0	0	0	0	0	2	2	3
ENSG00000058453	CROCC	298	195	154	61	81	44	67	184
ENSG00000058600	POLR3E	65	95	54	52	94	84	78	49
ENSG00000058668	ATP2B4	2412	2256	1688	894	1184	1099	959	1748
ENSG00000058673	ZC3H11A	724	888	638	857	1025	894	762	678
ENSG00000058729	RIOK2	112	84	48	129	122	86	103	94
ENSG00000058799	YIPF1	90	74	98	192	158	141	145	65
ENSG00000058804	NDC1	82	158	69	112	108	74	84	69
ENSG00000058866	DGKG	0	0	0	0	0	0	0	0
ENSG00000059122	FLYWCH1	194	188	118	161	200	221	282	191
ENSG00000059145	UNKL	151	78	106	61	58	56	74	81
ENSG00000059377	TBXAS1	59	70	73	13	4	28	25	32
ENSG00000059378	PARP12	61	86	75	309	385	264	324	48
ENSG00000059573	ALDH18A1	240	181	61	181	123	86	95	181
ENSG00000059588	TARBP1	47	76	22	62	94	48	55	68
ENSG00000059691	GATB	24	65	127	99	75	86	64	92
ENSG00000059728	MXD1	30	20	38	152	112	124	146	25
ENSG00000059758	CDK17	189	182	101	207	205	152	140	197
ENSG00000059769	DNAJC25	98	90	130	225	162	231	193	64
ENSG00000059804	SLC2A3	122	87	92	230	227	219	245	68
ENSG00000059915	PSD	0	3	8	7	3	1	9	0
ENSG00000060069	CTDP1	84	54	46	93	93	88	113	40
ENSG00000060138	YBX3	1474	1670	1350	1761	1700	1547	1317	1386
ENSG00000060140	STYK1	1	9	0	0	3	4	0	0
ENSG00000060237	WNK1	747	984	714	1054	1190	1225	1280	784
ENSG00000060339	CCAR1	1524	1243	972	1487	1338	1432	1354	1089
ENSG00000060491	OGFR	209	186	163	510	630	803	910	115
ENSG00000060558	GNA15	0	0	0	0	0	0	4	0
ENSG00000060566	CREB3L3	0	0	0	0	0	0	0	0
ENSG00000060642	PIGV	104	54	94	64	57	73	70	67
ENSG00000060656	PTPRU	150	114	190	194	164	218	311	151
ENSG00000060688	SNRNP40	28	25	14	70	28	51	48	60
ENSG00000060709	RIMBP2	0	0	0	0	0	0	0	0
ENSG00000060718	COL11A1	139	162	171	604	624	760	686	98
ENSG00000060749	QSER1	378	307	338	361	381	352	352	392
ENSG00000060762	MPC1	126	108	174	129	146	203	167	169
ENSG00000060971	ACAA1	144	155	171	238	196	218	192	166
ENSG00000060982	BCAT1	232	206	161	552	747	609	607	220
ENSG00000061273	HDAC7	553	690	580	956	1192	1269	1155	457
ENSG00000061337	LZTS1	3	12	0	0	6	1	4	3
ENSG00000061455	PRDM6	1	0	0	0	13	6	5	0
ENSG00000061492	WNT8A	0	0	0	0	0	0	0	0
ENSG00000061656	SPAG4	4	0	4	14	3	20	7	5
ENSG00000061676	NCKAP1	376	388	250	446	428	351	310	328
ENSG00000061794	MRPS35	147	189	153	268	234	263	249	156
ENSG00000061918	GUCY1B3	21	43	43	31	45	32	28	3
ENSG00000061936	SFSWAP	403	375	369	800	720	806	814	323
ENSG00000061938	TNK2	410	346	296	289	263	305	329	271
ENSG00000061987	MON2	131	116	104	225	227	141	150	115
ENSG00000062038	CDH3	321	348	242	0	0	1	0	295
ENSG00000062096	ARSF	0	0	0	0	0	0	0	0
ENSG00000062194	GPBP1	401	527	424	835	906	992	813	345
ENSG00000062282	DGAT2	94	53	49	28	17	35	19	101
ENSG00000062370	ZNF112	25	23	49	10	57	25	40	53
ENSG00000062485	CS	339	266	143	327	313	226	237	248
ENSG00000062524	LTK	9	11	14	23	18	22	27	12
ENSG00000062582	MRPS24	0	0	0	0	5	3	6	0
ENSG00000062598	ELMO2	67	111	68	153	152	214	171	44
ENSG00000062650	WAPL	225	333	293	428	530	587	500	363
ENSG00000062716	VMP1	637	587	425	496	648	537	402	490
ENSG00000062725	APPBP2	177	244	184	350	341	371	397	171
ENSG00000062822	POLD1	4	50	23	25	33	28	39	14
ENSG00000063015	SEZ6	0	0	0	0	0	0	0	0
ENSG00000063046	EIF4B	529	613	224	361	329	319	182	431
ENSG00000063127	SLC6A16	2	7	0	23	10	6	19	4
ENSG00000063169	GLTSCR1	39	45	1	85	65	27	31	18
ENSG00000063176	SPHK2	66	97	108	108	132	149	131	90
ENSG00000063177	RPL18	5353	5157	4250	4976	5353	4862	4988	4515
ENSG00000063180	CA11	61	48	64	31	56	70	75	43
ENSG00000063241	ISOC2	75	77	40	83	77	130	135	76
ENSG00000063244	U2AF2	397	465	346	573	617	720	803	366
ENSG00000063245	EPN1	342	352	302	488	444	551	606	301
ENSG00000063322	MED29	168	91	115	188	197	320	184	161
ENSG00000063438	AHRR	147	138	99	327	367	394	308	118
ENSG00000063515	GSC2	0	0	0	0	0	0	0	0
ENSG00000063587	ZNF275	165	236	123	223	183	233	231	194
ENSG00000063601	MTMR1	103	99	48	86	117	81	95	103
ENSG00000063660	GPC1	1792	1674	1444	490	586	698	812	1605
ENSG00000063761	ADCK1	17	17	3	24	33	41	40	21
ENSG00000063854	HAGH	56	108	71	114	160	158	141	75
ENSG00000063978	RNF4	62	79	99	138	176	126	147	100
ENSG00000064012	CASP8	87	95	5	99	94	56	32	76
ENSG00000064042	LIMCH1	352	356	364	258	347	272	307	355
ENSG00000064102	ASUN	122	169	95	221	175	166	194	179
ENSG00000064115	TM7SF3	398	327	146	283	288	202	159	292
ENSG00000064195	DLX3	18	33	12	0	0	0	0	12
ENSG00000064199	SPA17	120	116	43	94	82	75	69	55
ENSG00000064201	TSPAN32	0	0	0	0	0	0	0	0
ENSG00000064205	WISP2	0	3	4	6	12	17	20	1
ENSG00000064218	DMRT3	0	0	0	0	0	0	0	0
ENSG00000064225	ST3GAL6	0	8	0	3	0	11	0	0
ENSG00000064270	ATP2C2	0	0	0	0	0	0	0	0
ENSG00000064300	NGFR	43	42	23	12	7	9	7	24
ENSG00000064309	CDON	13	25	0	5	4	0	3	9
ENSG00000064313	TAF2	234	134	230	271	272	309	301	219
ENSG00000064393	HIPK2	1200	1387	1026	850	783	739	895	1146
ENSG00000064419	TNPO3	618	616	361	545	459	587	563	463
ENSG00000064489	MEF2BNB-MEF2B	0	0	0	1	7	2	2	0
ENSG00000064490	RFXANK	97	114	103	160	189	95	108	127
ENSG00000064545	TMEM161A	223	124	148	145	165	277	302	163
ENSG00000064547	LPAR2	0	1	28	39	22	35	21	2
ENSG00000064601	CTSA	760	624	773	726	673	806	897	580
ENSG00000064607	SUGP2	650	591	527	554	607	591	603	474
ENSG00000064651	SLC12A2	276	378	226	115	177	136	168	307
ENSG00000064652	SNX24	54	38	44	103	80	104	109	31
